order_id,customer_id,order_date,sales_channel,payment_method
ORD-02355,CUST-0107,2025-06-11,Online,Cash
ORD-02356,CUST-0286,2024-09-17,Online,Debit Card
ORD-02357,CUST-0068,2025-05-01,In-Store,Credit Card
ORD-02358,CUST-0127,2024-05-30,In-Store,Gift Card
ORD-02359,CUST-0601,2025-06-24,In-Store,Credit Card
ORD-02360,CUST-0461,2025-11-28,Online,Credit Card
ORD-02361,CUST-0554,2025-01-25,In-Store,Credit Card
ORD-02362,CUST-0607,2025-04-05,Online,Credit Card
ORD-02363,CUST-0402,2024-06-09,Phone Order,Debit Card
ORD-02364,CUST-0003,2024-01-17,Online,Debit Card
ORD-02365,CUST-0572,2025-11-23,In-Store,Credit Card
ORD-02366,CUST-0393,2024-04-05,Online,Cash
ORD-02367,CUST-0250,2025-10-18,Phone Order,Debit Card
ORD-02368,CUST-0603,2024-11-19,Marketplace,PayPal
ORD-02369,CUST-0469,2025-02-17,Marketplace,Credit Card
ORD-02370,CUST-0400,2025-03-08,Online,Credit Card
ORD-02371,CUST-0332,2024-04-12,Online,PayPal
ORD-02372,CUST-0387,2025-07-01,In-Store,Debit Card
ORD-02373,CUST-0569,2025-06-16,Marketplace,Debit Card
ORD-02374,CUST-0606,2025-03-15,Online,Credit Card
ORD-02375,CUST-0609,2024-08-30,Online,Cash
ORD-02376,CUST-0466,2025-10-08,In-Store,Debit Card
ORD-02377,CUST-0143,2024-03-15,Marketplace,Credit Card
ORD-02378,CUST-0500,2024-10-30,Online,Credit Card
ORD-02379,CUST-0565,2024-05-28,Online,Debit Card
ORD-02380,CUST-0525,2025-08-24,Online,Credit Card
ORD-02381,CUST-0382,2025-05-12,Marketplace,Credit Card
ORD-02382,CUST-0509,2024-01-01,In-Store,Credit Card
ORD-02383,CUST-0140,2024-10-12,Marketplace,Credit Card
ORD-02384,CUST-0287,2024-01-06,Online,Credit Card
ORD-02385,CUST-0093,2024-05-19,Phone Order,Credit Card
ORD-02386,CUST-0119,2025-08-11,Online,Credit Card
ORD-02387,CUST-0089,2024-11-18,Online,Credit Card
ORD-02388,CUST-0474,2024-03-13,Marketplace,Debit Card
ORD-02389,CUST-0336,2025-12-16,Online,PayPal
ORD-02390,CUST-0569,2025-08-09,Online,Cash
ORD-02391,CUST-0091,2025-10-01,Marketplace,Debit Card
ORD-02392,CUST-0552,2024-03-25,Online,PayPal
ORD-02393,CUST-0480,2024-10-30,Online,Cash
ORD-02394,CUST-0416,2024-10-06,Phone Order,Credit Card
ORD-02395,CUST-0561,2024-11-06,Phone Order,Credit Card
ORD-02396,CUST-0306,2025-02-19,Marketplace,Debit Card
ORD-02397,CUST-0460,2025-09-26,Online,Credit Card
ORD-02398,CUST-0317,2024-01-29,In-Store,Debit Card
ORD-02399,CUST-0303,2025-12-22,Phone Order,PayPal
ORD-02400,CUST-0416,2025-09-27,Online,Credit Card
ORD-02401,CUST-0322,2025-08-02,Online,Gift Card
ORD-02402,CUST-0052,2024-03-21,Online,Credit Card
ORD-02403,CUST-0348,2024-02-02,Online,Credit Card
ORD-02404,CUST-0605,2025-11-21,Online,Credit Card
ORD-02405,CUST-0403,2024-10-21,Phone Order,Debit Card
ORD-02406,CUST-0292,2024-03-06,Online,Credit Card
ORD-02407,CUST-0559,2025-01-02,Online,PayPal
ORD-02408,CUST-0585,2025-03-14,Phone Order,Cash
ORD-02409,CUST-0248,2025-05-05,In-Store,PayPal
ORD-02410,CUST-0584,2024-10-22,Online,PayPal
ORD-02411,CUST-0012,2024-03-15,In-Store,Gift Card
ORD-02412,CUST-0597,2024-03-03,In-Store,Debit Card
ORD-02413,CUST-0016,2024-02-02,In-Store,Debit Card
ORD-02414,CUST-0249,2024-01-15,Online,Cash
ORD-02415,CUST-0007,2024-10-15,Marketplace,Credit Card
ORD-02416,CUST-0608,2025-03-09,Online,Credit Card
ORD-02417,CUST-0184,2024-01-09,Marketplace,Credit Card
ORD-02418,CUST-0611,2024-05-09,Online,Credit Card
ORD-02419,CUST-0564,2024-01-07,Online,Credit Card
ORD-02421,CUST-0564,2025-07-17,Online,Debit Card
ORD-02422,CUST-0570,2025-06-13,Online,Credit Card
ORD-02423,CUST-0596,2025-05-06,Marketplace,PayPal
ORD-02424,CUST-0099,2025-06-10,Online,PayPal
ORD-02425,CUST-0235,2024-05-18,In-Store,Credit Card
ORD-02426,CUST-0217,2024-05-14,Marketplace,Cash
ORD-02427,CUST-0131,2024-02-06,In-Store,Gift Card
ORD-02428,CUST-0135,2024-05-13,In-Store,Debit Card
ORD-02429,CUST-0428,2024-12-09,Marketplace,Credit Card
ORD-02430,CUST-0451,2025-04-12,Online,Credit Card
ORD-02431,CUST-0613,2024-04-01,Online,Cash
ORD-02432,CUST-0224,2024-05-02,Phone Order,Credit Card
ORD-02433,CUST-0397,2025-02-05,Online,Debit Card
ORD-02434,CUST-0403,2025-04-16,Phone Order,Cash
ORD-02435,CUST-0087,2025-08-07,In-Store,Credit Card
ORD-02436,CUST-0452,2025-03-17,Online,Credit Card
ORD-02437,CUST-0620,2025-01-20,Online,Credit Card
ORD-02438,CUST-0141,2024-12-17,Phone Order,Debit Card
ORD-02439,CUST-0041,2025-06-30,In-Store,Cash
ORD-02440,CUST-0319,2025-12-29,Online,Debit Card
ORD-02441,CUST-0472,2024-07-10,Marketplace,Debit Card
ORD-02442,CUST-0247,2024-03-20,Online,PayPal
ORD-02443,CUST-0578,2025-11-22,Online,Credit Card
ORD-02444,CUST-0344,2024-07-23,Online,Credit Card
ORD-02445,CUST-0392,2024-03-06,Online,Cash
ORD-02446,CUST-0549,2025-12-15,Marketplace,Debit Card
ORD-02447,CUST-0310,2025-04-02,Online,Cash
ORD-02448,CUST-0246,2025-01-11,Marketplace,Debit Card
ORD-02449,CUST-0293,2024-02-23,Phone Order,Cash
ORD-02450,CUST-0309,2024-11-20,Marketplace,Credit Card
ORD-02451,CUST-0547,2025-10-23,In-Store,Credit Card
ORD-02452,CUST-0372,2025-11-04,Online,Cash
ORD-02453,CUST-0511,2024-02-19,Online,Credit Card
ORD-02454,CUST-0136,2025-08-14,Online,PayPal
ORD-02455,CUST-0366,2024-06-05,Marketplace,Cash
ORD-02456,CUST-0532,2025-11-05,Phone Order,Credit Card
ORD-02457,CUST-0233,2025-08-10,In-Store,Credit Card
ORD-02458,CUST-0158,2025-06-14,Marketplace,Credit Card
ORD-02459,CUST-0361,2025-11-06,In-Store,Cash
ORD-02460,CUST-0454,2024-08-20,In-Store,Credit Card
ORD-02461,CUST-0228,2024-12-28,Online,Credit Card
ORD-02462,CUST-0471,2024-02-16,In-Store,Credit Card
ORD-02463,CUST-0102,2024-01-15,In-Store,Credit Card
ORD-02464,CUST-0567,2024-08-15,Marketplace,Debit Card
ORD-02465,CUST-0446,2025-12-25,Marketplace,Debit Card
ORD-02466,CUST-0269,2024-05-14,Online,Gift Card
ORD-02467,CUST-0580,2024-06-06,In-Store,Debit Card
ORD-02468,CUST-0346,2024-08-04,Online,Credit Card
ORD-02469,CUST-0118,2025-06-28,Online,Credit Card
ORD-02470,CUST-0576,2024-11-27,Online,Cash
ORD-02471,CUST-0059,2025-06-04,Marketplace,Debit Card
ORD-02472,CUST-0396,2024-03-05,Online,Credit Card
ORD-02473,CUST-0069,2025-01-12,Online,Gift Card
ORD-02474,CUST-0351,2024-12-03,Online,Credit Card
ORD-02475,CUST-0141,2024-01-19,Online,Credit Card
ORD-02476,CUST-0509,2024-04-08,Online,Debit Card
ORD-02477,CUST-0441,2025-09-27,Online,Debit Card
ORD-02478,CUST-0503,2025-05-10,Online,PayPal
ORD-02479,CUST-0431,2024-12-26,Online,Debit Card
ORD-02480,CUST-0317,2024-07-26,Online,Credit Card
ORD-02481,CUST-0149,2024-02-16,Online,Debit Card
ORD-02482,CUST-0468,2024-10-17,In-Store,PayPal
ORD-02483,CUST-0314,2024-11-12,In-Store,PayPal
ORD-02484,CUST-0430,2024-07-25,Online,Credit Card
ORD-02485,CUST-0603,2025-01-30,Phone Order,Debit Card
ORD-02486,CUST-0583,2025-12-13,Online,Credit Card
ORD-02487,CUST-0184,2025-01-11,Online,Credit Card
ORD-02488,CUST-0241,2024-03-21,Marketplace,Debit Card
ORD-02489,CUST-0269,2024-10-26,In-Store,Credit Card
ORD-02490,CUST-0125,2025-02-09,In-Store,Debit Card
ORD-02491,CUST-0265,2024-10-09,In-Store,Credit Card
ORD-02492,CUST-0575,2024-06-24,Online,Credit Card
ORD-02493,CUST-0546,2025-10-19,Marketplace,Debit Card
ORD-02494,CUST-0178,2024-04-27,Marketplace,PayPal
ORD-02495,CUST-0423,2025-01-14,Online,PayPal
ORD-02496,CUST-0044,2024-11-05,Online,Credit Card
ORD-02497,CUST-0145,2024-12-30,Online,PayPal
ORD-02498,CUST-0365,2025-06-25,In-Store,Credit Card
ORD-02499,CUST-0081,2025-08-10,In-Store,Cash
ORD-02500,CUST-0336,2025-02-10,Online,Credit Card
ORD-02501,CUST-0210,2024-10-30,Marketplace,Credit Card
ORD-02502,CUST-0300,2024-07-06,Online,Credit Card
ORD-02503,CUST-0594,2025-03-01,In-Store,PayPal
ORD-02504,CUST-0145,2025-08-05,Marketplace,Credit Card
ORD-02505,CUST-0449,2024-10-19,Online,Credit Card
ORD-02506,CUST-0288,2025-03-08,Online,Credit Card
ORD-02507,CUST-0010,2024-05-19,Online,Credit Card
ORD-02508,CUST-0419,2025-04-24,Online,PayPal
ORD-02509,CUST-0011,2025-03-24,Marketplace,Credit Card
ORD-02510,CUST-0285,2025-10-19,Online,Credit Card
ORD-02511,CUST-0048,2024-05-10,In-Store,Credit Card
ORD-02512,CUST-0383,2024-02-29,Online,Cash
ORD-02513,CUST-0488,2025-10-19,In-Store,Debit Card
ORD-02514,CUST-0555,2024-08-20,In-Store,Cash
ORD-02515,CUST-0518,2024-03-06,Online,Credit Card
ORD-02516,CUST-0404,2025-06-30,Online,Credit Card
ORD-02517,CUST-0079,2024-07-09,Online,Credit Card
ORD-02518,CUST-0076,2025-04-10,Marketplace,Cash
ORD-02519,CUST-0602,2025-09-26,In-Store,PayPal
ORD-02520,CUST-0113,2025-05-20,Online,Credit Card
ORD-02521,CUST-0329,2025-12-02,Marketplace,Debit Card
ORD-02522,CUST-0201,2024-07-26,Phone Order,Credit Card
ORD-02523,CUST-0595,2024-12-04,Online,Credit Card
ORD-02524,CUST-0195,2025-11-29,Online,Credit Card
ORD-02525,CUST-0190,2025-04-08,Marketplace,Credit Card
ORD-02526,CUST-0620,2024-05-17,Online,Credit Card
ORD-02527,CUST-0156,2025-08-28,Online,PayPal
ORD-02528,CUST-0304,2025-11-11,Marketplace,Credit Card
ORD-02529,CUST-0348,2024-04-09,Online,PayPal
ORD-02530,CUST-0280,2025-08-10,In-Store,Cash
ORD-02531,CUST-0304,2025-06-07,In-Store,Cash
ORD-02532,CUST-0597,2024-04-22,In-Store,Credit Card
ORD-02533,CUST-0044,2025-02-01,Online,Cash
ORD-02534,CUST-0319,2024-05-01,In-Store,PayPal
ORD-02535,CUST-0447,2024-05-28,Online,Credit Card
ORD-02536,CUST-0260,2025-06-28,Online,Gift Card
ORD-02537,CUST-0093,2025-04-27,Marketplace,Credit Card
ORD-02538,CUST-0204,2024-04-23,In-Store,Credit Card
ORD-02539,CUST-0173,2025-12-24,Online,Credit Card
ORD-02540,CUST-0543,2024-08-28,In-Store,Credit Card
ORD-02541,CUST-0579,2025-09-18,Online,Credit Card
ORD-02542,CUST-0182,2025-07-23,Phone Order,Credit Card
ORD-02543,CUST-0518,2024-12-10,In-Store,Cash
ORD-02544,CUST-0195,2024-06-07,In-Store,PayPal
ORD-02545,CUST-0554,2025-06-04,In-Store,Credit Card
ORD-02546,CUST-0021,2025-02-19,Phone Order,Credit Card
ORD-02547,CUST-0007,2025-10-12,Marketplace,Debit Card
ORD-02548,CUST-0077,2025-09-28,Online,Debit Card
ORD-02549,CUST-0510,2024-07-01,In-Store,Credit Card
ORD-02550,CUST-0363,2025-08-11,Marketplace,Credit Card
ORD-02551,CUST-0229,2025-09-08,Online,Credit Card
ORD-02552,CUST-0456,2024-10-01,In-Store,Credit Card
ORD-02553,CUST-0406,2025-05-11,Online,Credit Card
ORD-02554,CUST-0078,2025-06-05,Online,Debit Card
ORD-02555,CUST-0352,2024-07-30,Online,Debit Card
ORD-02556,CUST-0528,2025-02-07,Marketplace,Credit Card
ORD-02557,CUST-0409,2024-05-22,Phone Order,Credit Card
ORD-02558,CUST-0259,2025-01-02,In-Store,PayPal
ORD-02559,CUST-0043,2024-12-03,In-Store,Debit Card
ORD-02560,CUST-0109,2025-07-20,Online,Gift Card
ORD-02561,CUST-0380,2024-01-14,Online,Credit Card
ORD-02562,CUST-0367,2025-01-31,Online,Debit Card
ORD-02563,CUST-0492,2024-01-20,In-Store,Debit Card
ORD-02564,CUST-0116,2025-10-08,Marketplace,Credit Card
ORD-02565,CUST-0403,2025-05-10,Online,Credit Card
ORD-02566,CUST-0387,2024-05-25,Marketplace,Credit Card
ORD-02567,CUST-0183,2024-07-07,Phone Order,Credit Card
ORD-02568,CUST-0031,2024-09-21,In-Store,Credit Card
ORD-02569,CUST-0335,2024-06-23,Online,PayPal
ORD-02570,CUST-0084,2024-05-20,Online,PayPal
ORD-02571,CUST-0611,2024-02-27,Online,Credit Card
ORD-02572,CUST-0070,2025-04-28,Online,PayPal
ORD-02573,CUST-0278,2025-07-02,In-Store,PayPal
ORD-02574,CUST-0313,2024-06-23,In-Store,Credit Card
ORD-02575,CUST-0054,2025-06-25,Marketplace,Credit Card
ORD-02576,CUST-0220,2024-12-31,Marketplace,Credit Card
ORD-02577,CUST-0585,2025-04-15,Online,Credit Card
ORD-02578,CUST-0246,2025-10-21,In-Store,Debit Card
ORD-02579,CUST-0548,2024-06-28,Marketplace,Debit Card
ORD-02580,CUST-0189,2024-11-19,In-Store,Credit Card
ORD-02581,CUST-0218,2024-12-01,In-Store,Credit Card
ORD-02582,CUST-0391,2025-05-23,Online,Credit Card
ORD-02583,CUST-0602,2025-09-11,In-Store,Cash
ORD-02584,CUST-0030,2025-12-07,Online,Credit Card
ORD-02585,CUST-0349,2024-06-16,Online,Credit Card
ORD-02586,CUST-0527,2025-06-13,Online,PayPal
ORD-02587,CUST-0357,2025-06-16,Online,Debit Card
ORD-02588,CUST-0452,2025-08-20,Online,Debit Card
ORD-02589,CUST-0193,2025-10-16,In-Store,Cash
ORD-02590,CUST-0273,2024-07-30,Online,PayPal
ORD-02591,CUST-0187,2024-08-10,In-Store,Credit Card
ORD-02592,CUST-0504,2025-07-05,Online,Cash
ORD-02593,CUST-0587,2025-10-07,Marketplace,PayPal
ORD-02594,CUST-0600,2024-07-31,Online,PayPal
ORD-02595,CUST-0552,2024-01-22,Marketplace,Credit Card
ORD-02596,CUST-0599,2024-03-22,Online,Cash
ORD-02597,CUST-0125,2024-09-06,In-Store,Credit Card
ORD-02598,CUST-0104,2025-05-29,In-Store,Credit Card
ORD-02599,CUST-0352,2025-12-14,Marketplace,Debit Card
ORD-02600,CUST-0081,2024-08-10,In-Store,Debit Card
ORD-02601,CUST-0342,2025-07-11,Online,Cash
ORD-02602,CUST-0385,2024-09-02,In-Store,Debit Card
ORD-02603,CUST-0044,2025-11-06,Online,Debit Card
ORD-02604,CUST-0163,2025-07-11,In-Store,Gift Card
ORD-02605,CUST-0262,2024-09-19,Online,PayPal
ORD-02606,CUST-0210,2024-12-08,In-Store,PayPal
ORD-02607,CUST-0147,2025-05-13,Online,Credit Card
ORD-02608,CUST-0590,2025-02-25,In-Store,Credit Card
ORD-02609,CUST-0004,2025-08-06,Online,Debit Card
ORD-02610,CUST-0337,2025-07-04,In-Store,Credit Card
ORD-02611,CUST-0109,2025-01-27,Marketplace,PayPal
ORD-02612,CUST-0211,2025-07-15,Online,Debit Card
ORD-02613,CUST-0015,2024-09-14,Online,PayPal
ORD-02614,CUST-0430,2024-01-24,Online,Credit Card
ORD-02615,CUST-0269,2024-03-10,In-Store,Credit Card
ORD-02616,CUST-0021,2024-02-27,In-Store,Debit Card
ORD-02617,CUST-0246,2025-07-18,In-Store,Credit Card
ORD-02618,CUST-0558,2025-04-21,Online,PayPal
ORD-02619,CUST-0188,2024-06-30,Online,Gift Card
ORD-02620,CUST-0111,2025-06-30,Marketplace,Credit Card
ORD-02621,CUST-0391,2024-08-08,Online,Credit Card
ORD-02622,CUST-0033,2025-08-31,Online,PayPal
ORD-02623,CUST-0557,2025-08-20,Online,Credit Card
ORD-02624,CUST-0577,2024-01-13,Online,Credit Card
ORD-02625,CUST-0112,2024-07-28,In-Store,Credit Card
ORD-02626,CUST-0400,2025-05-22,Online,Credit Card
ORD-02627,CUST-0172,2025-07-14,Marketplace,Gift Card
ORD-02628,CUST-0231,2024-11-04,Online,PayPal
ORD-02629,CUST-0018,2025-08-20,Online,PayPal
ORD-02630,CUST-0431,2025-10-18,In-Store,Credit Card
ORD-02631,CUST-0477,2025-09-09,Marketplace,PayPal
ORD-02632,CUST-0368,2025-08-21,In-Store,Credit Card
ORD-02633,CUST-0328,2025-07-03,In-Store,PayPal
ORD-02634,CUST-0293,2025-09-13,Marketplace,Cash
ORD-02635,CUST-0527,2025-11-21,Online,Credit Card
ORD-02636,CUST-0524,2024-08-24,Online,Debit Card
ORD-02637,CUST-0542,2024-07-25,Online,Gift Card
ORD-02638,CUST-0448,2024-10-03,Online,Cash
ORD-02639,CUST-0152,2024-01-10,Online,Gift Card
ORD-02640,CUST-0152,2024-01-15,Online,Credit Card
ORD-02641,CUST-0413,2025-04-09,Online,Credit Card
ORD-02642,CUST-0582,2024-04-02,Online,Credit Card
ORD-02643,CUST-0507,2024-07-25,Phone Order,PayPal
ORD-02644,CUST-0010,2025-07-08,Marketplace,Credit Card
ORD-02645,CUST-0265,2025-02-01,Online,Credit Card
ORD-02646,CUST-0536,2024-03-28,Online,Debit Card
ORD-02647,CUST-0317,2024-06-02,Phone Order,Credit Card
ORD-02648,CUST-0209,2024-11-27,Marketplace,Credit Card
ORD-02649,CUST-0280,2025-02-18,Online,Credit Card
ORD-02650,CUST-0017,2024-05-22,In-Store,Debit Card
ORD-02651,CUST-0228,2025-06-09,Online,Cash
ORD-02652,CUST-0072,2025-05-23,Online,Credit Card
ORD-02653,CUST-0198,2025-02-25,Online,Cash
ORD-02654,CUST-0164,2025-09-26,Online,PayPal
ORD-02655,CUST-0408,2024-04-27,Marketplace,Credit Card
ORD-02656,CUST-0249,2025-06-18,Online,Credit Card
ORD-02657,CUST-0131,2025-08-04,In-Store,Cash
ORD-02658,CUST-0384,2024-01-12,In-Store,Credit Card
ORD-02659,CUST-0313,2025-11-01,Online,Credit Card
ORD-02660,CUST-0091,2024-12-06,Online,Credit Card
ORD-02661,CUST-0086,2025-05-17,Phone Order,Debit Card
ORD-02662,CUST-0130,2025-04-14,In-Store,Credit Card
ORD-02663,CUST-0410,2024-06-05,Marketplace,Credit Card
ORD-02664,CUST-0419,2025-07-12,Online,Cash
ORD-02665,CUST-0083,2025-11-09,Online,Credit Card
ORD-02666,CUST-0112,2025-06-06,Online,Debit Card
ORD-02667,CUST-0114,2024-06-03,Online,PayPal
ORD-02668,CUST-0177,2024-01-18,Phone Order,Debit Card
ORD-02669,CUST-0127,2024-04-13,In-Store,Debit Card
ORD-02670,CUST-0601,2024-10-21,In-Store,Cash
ORD-02671,CUST-0019,2024-12-21,Marketplace,PayPal
ORD-02672,CUST-0412,2024-02-22,Online,PayPal
ORD-02673,CUST-0518,2025-01-29,Online,Credit Card
ORD-02674,CUST-0564,2025-08-29,In-Store,Cash
ORD-02675,CUST-0014,2024-08-02,Online,Cash
ORD-02676,CUST-0108,2025-10-07,Marketplace,Cash
ORD-02677,CUST-0053,2025-06-03,Online,Debit Card
ORD-02678,CUST-0124,2024-03-19,Online,Credit Card
ORD-02679,CUST-0484,2024-06-19,In-Store,Debit Card
ORD-02680,CUST-0426,2024-04-18,Online,Debit Card
ORD-02681,CUST-0611,2025-08-25,In-Store,Credit Card
ORD-02682,CUST-0430,2025-07-27,Marketplace,Cash
ORD-02683,CUST-0563,2025-01-10,Marketplace,Credit Card
ORD-02684,CUST-0125,2025-02-04,In-Store,PayPal
ORD-02685,CUST-0484,2024-01-21,Online,Credit Card
ORD-02686,CUST-0146,2024-04-01,Online,PayPal
ORD-02687,CUST-0536,2024-09-21,Marketplace,Credit Card
ORD-02688,CUST-0068,2024-08-13,Online,Credit Card
ORD-02689,CUST-0016,2024-11-19,Marketplace,Credit Card
ORD-02690,CUST-0374,2025-07-17,Phone Order,PayPal
ORD-02691,CUST-0318,2025-07-17,Online,Credit Card
ORD-02692,CUST-0511,2025-03-06,Online,Gift Card
ORD-02693,CUST-0253,2025-07-19,Online,PayPal
ORD-02694,CUST-0101,2024-12-15,Online,Credit Card
ORD-02695,CUST-0300,2025-03-21,Marketplace,PayPal
ORD-02696,CUST-0105,2024-01-28,Online,Credit Card
ORD-02697,CUST-0236,2025-05-07,In-Store,Credit Card
ORD-02698,CUST-0017,2024-07-09,Marketplace,Credit Card
ORD-02699,CUST-0471,2025-11-18,Online,Credit Card
ORD-02700,CUST-0462,2024-07-09,In-Store,PayPal
ORD-02701,CUST-0347,2024-08-01,In-Store,Gift Card
ORD-02702,CUST-0517,2025-05-01,In-Store,Credit Card
ORD-02703,CUST-0343,2025-01-14,Marketplace,Credit Card
ORD-02704,CUST-0592,2025-03-04,In-Store,Cash
ORD-02705,CUST-0330,2025-02-25,Online,PayPal
ORD-02706,CUST-0079,2025-08-23,In-Store,Credit Card
ORD-02707,CUST-0185,2024-03-02,In-Store,Credit Card
ORD-02708,CUST-0502,2025-03-12,In-Store,Gift Card
ORD-02709,CUST-0557,2025-01-15,Online,Credit Card
ORD-02710,CUST-0593,2024-01-09,Online,Cash
ORD-02711,CUST-0583,2025-07-16,Online,Gift Card
ORD-02712,CUST-0020,2024-08-09,Marketplace,Credit Card
ORD-02713,CUST-0287,2025-01-20,In-Store,Cash
ORD-02714,CUST-0577,2024-02-03,In-Store,PayPal
ORD-02715,CUST-0333,2024-04-21,In-Store,Credit Card
ORD-02716,CUST-0090,2024-06-12,Marketplace,Credit Card
ORD-02717,CUST-0129,2025-03-16,In-Store,Credit Card
ORD-02718,CUST-0211,2025-08-25,In-Store,Debit Card
ORD-02719,CUST-0003,2025-03-04,In-Store,Gift Card
ORD-02720,CUST-0176,2025-09-01,Online,Credit Card
ORD-02721,CUST-0244,2025-09-26,Online,Credit Card
ORD-02722,CUST-0212,2024-06-26,Online,Credit Card
ORD-02723,CUST-0061,2024-04-26,In-Store,PayPal
ORD-02724,CUST-0199,2024-09-08,Online,Credit Card
ORD-02725,CUST-0237,2024-05-05,Online,Gift Card
ORD-02726,CUST-0059,2025-03-30,Marketplace,PayPal
ORD-02727,CUST-0249,2025-05-23,Online,Credit Card
ORD-02728,CUST-0275,2025-10-18,Online,Credit Card
ORD-02729,CUST-0235,2024-04-12,In-Store,Credit Card
ORD-02730,CUST-0409,2024-09-14,Online,Cash
ORD-02731,CUST-0460,2024-08-22,Online,Debit Card
ORD-02732,CUST-0323,2024-05-20,Online,Credit Card
ORD-02733,CUST-0103,2025-08-18,In-Store,Credit Card
ORD-02734,CUST-0268,2025-04-22,In-Store,Credit Card
ORD-02735,CUST-0330,2025-12-18,Phone Order,PayPal
ORD-02736,CUST-0442,2025-05-19,In-Store,PayPal
ORD-02737,CUST-0604,2025-08-26,Phone Order,Credit Card
ORD-02738,CUST-0349,2025-04-23,In-Store,Debit Card
ORD-02739,CUST-0329,2025-12-17,Online,PayPal
ORD-02740,CUST-0273,2025-02-11,In-Store,Debit Card
ORD-02741,CUST-0173,2025-07-22,Online,Credit Card
ORD-02742,CUST-0416,2024-06-21,Marketplace,Gift Card
ORD-02743,CUST-0093,2024-06-22,Marketplace,Credit Card
ORD-02744,CUST-0012,2024-01-14,In-Store,Debit Card
ORD-02745,CUST-0351,2024-02-23,Phone Order,Credit Card
ORD-02746,CUST-0041,2024-01-20,In-Store,Debit Card
ORD-02747,CUST-0380,2024-07-24,In-Store,Credit Card
ORD-02748,CUST-0607,2024-08-15,Online,Credit Card
ORD-02749,CUST-0498,2025-11-05,Online,Credit Card
ORD-02750,CUST-0133,2025-02-04,Online,PayPal
ORD-02751,CUST-0151,2024-08-16,In-Store,Credit Card
ORD-02752,CUST-0307,2024-05-20,Phone Order,PayPal
ORD-02753,CUST-0476,2025-04-26,In-Store,Credit Card
ORD-02754,CUST-0258,2025-09-10,Online,Debit Card
ORD-02755,CUST-0485,2024-12-01,Marketplace,Credit Card
ORD-02756,CUST-0307,2025-12-15,Online,Cash
ORD-02757,CUST-0225,2024-10-02,Online,PayPal
ORD-02758,CUST-0549,2025-01-13,In-Store,Credit Card
ORD-02759,CUST-0013,2024-01-04,In-Store,Credit Card
ORD-02760,CUST-0605,2025-09-09,Online,PayPal
ORD-02761,CUST-0421,2024-04-06,Online,Credit Card
ORD-02762,CUST-0263,2025-02-28,Marketplace,Credit Card
ORD-02763,CUST-0090,2025-06-15,Online,Debit Card
ORD-02764,CUST-0113,2024-01-12,Marketplace,Credit Card
ORD-02765,CUST-0395,2024-01-21,Online,Credit Card
ORD-02766,CUST-0274,2025-03-11,In-Store,Credit Card
ORD-02767,CUST-0023,2025-02-18,In-Store,PayPal
ORD-02768,CUST-0525,2025-04-07,In-Store,Debit Card
ORD-02769,CUST-0211,2025-08-09,Online,Credit Card
ORD-02770,CUST-0331,2024-01-23,Marketplace,Debit Card
ORD-02771,CUST-0433,2025-12-17,Marketplace,Debit Card
ORD-02772,CUST-0072,2025-02-15,Marketplace,Debit Card
ORD-02773,CUST-0550,2024-06-12,In-Store,Debit Card
ORD-02774,CUST-0007,2025-06-30,Online,PayPal
ORD-02775,CUST-0549,2025-12-04,Phone Order,Credit Card
ORD-02776,CUST-0580,2025-09-17,Phone Order,Credit Card
ORD-02777,CUST-0575,2025-06-08,In-Store,Credit Card
ORD-02778,CUST-0425,2025-04-27,In-Store,Cash
ORD-02779,CUST-0541,2025-08-16,Marketplace,PayPal
ORD-02780,CUST-0460,2024-02-17,Online,Credit Card
ORD-02781,CUST-0526,2025-10-06,In-Store,Debit Card
ORD-02782,CUST-0304,2024-11-02,Marketplace,Credit Card
ORD-02783,CUST-0078,2025-03-05,In-Store,Credit Card
ORD-02784,CUST-0484,2025-02-19,Online,Credit Card
ORD-02785,CUST-0123,2025-04-12,Online,PayPal
ORD-02786,CUST-0271,2024-10-14,Online,Credit Card
ORD-02787,CUST-0497,2024-01-07,Online,Credit Card
ORD-02788,CUST-0093,2024-06-08,Phone Order,Credit Card
ORD-02789,CUST-0463,2025-02-18,Marketplace,Cash
ORD-02790,CUST-0001,2024-05-15,Marketplace,Credit Card
ORD-02791,CUST-0436,2024-09-18,In-Store,Credit Card
ORD-02792,CUST-0410,2025-12-19,Online,Cash
ORD-02793,CUST-0531,2025-01-13,Online,PayPal
ORD-02794,CUST-0542,2025-02-21,Online,Credit Card
ORD-02795,CUST-0179,2024-05-18,In-Store,Cash
ORD-02796,CUST-0421,2025-07-31,In-Store,Credit Card
ORD-02797,CUST-0354,2025-01-21,In-Store,Debit Card
ORD-02798,CUST-0567,2025-05-03,Marketplace,Credit Card
ORD-02799,CUST-0309,2024-05-04,Online,Debit Card
ORD-02800,CUST-0253,2024-04-07,Online,Debit Card
ORD-02801,CUST-0478,2025-02-12,Online,Debit Card
ORD-02802,CUST-0223,2024-11-03,Online,Credit Card
ORD-02803,CUST-0336,2025-11-18,Online,Credit Card
ORD-02804,CUST-0345,2024-08-25,Online,Cash
ORD-02805,CUST-0035,2025-10-26,Phone Order,Credit Card
ORD-02806,CUST-0460,2025-09-22,Online,Credit Card
ORD-02807,CUST-0298,2024-01-07,Online,PayPal
